date,USD,EUR,KZT,UAH,BYR
2003-01,31.7844,33.2719,0.203925,5.9418999999999995,0.0164252
2003-02,31.8345,34.429,0.205576,5.94182,0.0162562
2003-03,31.5729,33.9409,0.20819400000000002,5.89454,0.015988699999999998
2003-04,31.3801,33.9815,0.206202,5.85471,0.0156963
2003-05,31.1021,34.5513,0.204875,5.77205,0.015331
2003-06,30.64,35.9101,0.20438800000000001,5.622529999999999,0.0149573
2003-07,30.3809,34.7223,0.205946,5.64921,0.0147152
2003-08,30.2791,34.3395,0.20635799999999999,5.64751,0.014570399999999999
2003-09,30.5458,33.634,0.207069,5.67734,0.0145228
2003-10,30.6142,35.6043,0.205656,5.6789700000000005,0.0144789
2003-11,29.9451,34.7992,0.20292300000000002,5.5546500000000005,0.0140383
2003-12,29.7038,35.6624,0.20265,5.50938,0.0138099
2004-01,29.4545,37.0979,0.20567,5.474,0.013575100000000001
2004-02,28.5252,35.5281,0.204423,5.28332,0.013189600000000001
2004-03,28.5162,35.7593,0.204959,5.29795,0.0132283
2004-04,28.5151,34.9082,0.205346,5.2941,0.013260999999999998
2004-05,28.9612,34.6289,0.209668,5.40129,0.0134213
2004-06,28.9993,35.3907,0.21172000000000002,5.43363,0.013446
2004-07,29.0471,35.0889,0.21367899999999998,5.443,0.0134428
2004-08,29.1405,35.1609,0.213789,5.4604,0.0134791
2004-09,29.2591,35.3713,0.21452100000000002,5.47267,0.0135205
2004-10,29.2224,36.0312,0.217488,5.43157,0.0134572
2004-11,28.7651,36.7819,0.218149,5.34717,0.0132094
2004-12,28.1496,37.3264,0.21645199999999998,5.25728,0.0128957
2005-01,27.7487,37.8409,0.21343800000000002,5.1233699999999995,0.0127492
2005-02,28.1136,36.5899,0.216228,5.28382,0.0129161
2005-03,27.7007,36.72,0.212837,5.22822,0.0128099
2005-04,27.8548,36.0274,0.21023499999999998,5.32108,0.0129155
2005-05,27.8364,35.7642,0.211697,5.482950000000001,0.0129272
2005-06,28.1946,34.9134,0.21324,5.5555900000000005,0.0131016
2005-07,28.6282,34.6258,0.21209,5.67558,0.013303800000000001
2005-08,28.595,34.8173,0.210407,5.6771,0.0132954
2005-09,28.5566,34.879,0.211038,5.65612,0.0132644
2005-10,28.5348,34.3074,0.213347,5.59429,0.0132558
2005-11,28.503,34.3946,0.212574,5.54059,0.0132476
2005-12,28.7792,33.9393,0.21463100000000002,5.66375,0.013381800000000001
2006-01,28.4821,34.3352,0.212913,5.60848,0.0132286
2006-02,28.1305,34.0492,0.213002,5.49284,0.0130756
2006-03,28.1211,33.3291,0.215807,5.50315,0.0130665
2006-04,27.6996,33.6273,0.215729,5.42258,0.0128746
2006-05,27.2424,34.2546,0.218976,5.37188,0.012669399999999999
2006-06,26.9355,34.7064,0.222155,5.3830100000000005,0.0125603
2006-07,26.9423,34.2383,0.22770700000000002,5.34824,0.012571500000000001
2006-08,26.8197,34.2112,0.22661,5.32,0.0125158
2006-09,26.7295,34.318,0.213213,5.290979999999999,0.012478
2006-10,26.7948,33.9651,0.210643,5.2973,0.01251
2006-11,26.7811,33.9852,0.209511,5.28414,0.0125036
2006-12,26.3081,34.6899,0.205628,5.20303,0.0122874
2007-01,26.4465,34.4862,0.210889,5.23175,0.012342800000000001
2007-02,26.5484,34.3802,0.21032299999999998,5.23823,0.0123467
2007-03,26.1481,34.539,0.21000800000000003,5.16567,0.0121718
2007-04,25.9947,34.7107,0.21076499999999998,5.13658,0.012117000000000001
2007-05,25.7564,34.9823,0.21435700000000002,5.10088,0.011981799999999999
2007-06,25.9043,34.8128,0.211337,5.13709,0.012049200000000001
2007-07,25.7288,34.8368,0.21131,5.096629999999999,0.0119683
2007-08,25.5448,35.0015,0.206631,5.07778,0.0118917
2007-09,25.6262,35.0233,0.202803,5.095280000000001,0.011914300000000001
2007-10,24.8784,35.4443,0.20558099999999999,4.94168,0.0115626
2007-11,24.6724,35.6492,0.204098,4.877129999999999,0.011457499999999999
2007-12,24.4171,36.0055,0.20202,4.81239,0.0113252
2008-01,24.4387,35.9762,0.202517,4.80301,0.0113286
2008-02,24.4262,36.29,0.203185,4.7900100000000005,0.0113498
2008-03,24.0023,36.5099,0.198601,4.70975,0.011176199999999999
2008-04,23.5027,37.0873,0.194725,4.66203,0.010944200000000001
2008-05,23.6588,36.8959,0.19649899999999998,4.73583,0.0110478
2008-06,23.7473,36.8701,0.196814,4.94437,0.0111183
2008-07,23.4068,36.971,0.193826,4.96359,0.011014300000000001
2008-08,23.4186,36.5752,0.19483,5.01576,0.0110752
2008-09,24.667,36.1248,0.20609100000000002,5.28032,0.0116795
2008-10,25.3718,36.4999,0.211555,5.0052900000000005,0.0120046
2008-11,27.0981,34.4092,0.226138,4.52767,0.0128214
2008-12,27.9409,35.4095,0.231981,3.7155500000000004,0.0130443
2009-01,29.3916,41.4275,0.242475,3.82952,0.0133537
2009-02,36.1767,46.0457,0.29622699999999996,4.70744,0.013140800000000001
2009-03,36.1644,45.5201,0.240199,4.22481,0.0126493
2009-04,33.9032,44.8946,0.224651,4.21158,0.011946199999999999
2009-05,32.974,43.9939,0.21861,4.060840000000001,0.0116681
2009-06,30.7441,43.4875,0.20457899999999998,4.03201,0.0110551
2009-07,31.0385,43.8512,0.206222,4.05732,0.0109368
2009-08,31.1533,43.9978,0.20668299999999998,3.8796100000000004,0.010931
2009-09,31.8397,45.4321,0.211097,3.7657800000000003,0.011266700000000001
2009-10,30.0087,43.8877,0.198812,3.60898,0.0108531
2009-11,29.1944,43.0588,0.19363499999999997,3.6020200000000004,0.01069
2009-12,29.0687,43.7658,0.195486,3.6267899999999997,0.0104451
2010-01,30.1851,43.4605,0.20323899999999998,3.7497,0.0105395
2010-02,30.3996,42.219,0.205424,3.7881100000000005,0.0105153
2010-03,29.93,40.7377,0.20326,3.73099,0.010211499999999998
2010-04,29.4956,39.5713,0.20069099999999998,3.6999000000000004,0.009901199999999999
2010-05,29.1537,38.6986,0.199042,3.65885,0.0098426
2010-06,30.74,37.8133,0.209579,3.8788600000000004,0.0102433
2010-07,31.2554,38.2097,0.21180800000000002,3.94569,0.0103529
2010-08,30.1861,39.4653,0.20424299999999998,3.8247500000000003,0.010146599999999999
2010-09,30.8669,39.0127,0.20948699999999998,3.91364,0.0102446
2010-10,30.5126,41.4392,0.206746,3.8438600000000003,0.010133699999999999
2010-11,30.7738,42.9848,0.208586,3.8709200000000004,0.0102171
2010-12,31.3335,41.0814,0.212229,3.93316,0.010334300000000001
2011-01,30.3505,40.4876,0.20582899999999998,3.80929,0.010113500000000001
2011-02,29.8018,40.5811,0.20271999999999998,3.75101,0.0098944
2011-03,28.9028,39.8136,0.197992,3.6412999999999998,0.009561
2011-04,28.5162,40.3875,0.19567199999999998,3.57682,0.00936185
2011-05,27.3348,40.5211,0.187488,3.42971,0.00906928
2011-06,27.9805,40.2444,0.19240500000000002,3.50655,0.00562083
2011-07,27.8726,40.4153,0.19110499999999997,3.48909,0.005613819999999999
2011-08,27.5204,39.6431,0.188142,3.44113,0.00554959
2011-09,28.9278,41.7631,0.19733799999999999,3.62005,0.00567546
2011-10,32.11,43.4191,0.216864,4.015610000000001,0.00569326
2011-11,30.1245,42.1833,0.20384,3.76321,0.0035440600000000004
2011-12,31.4001,41.7559,0.212572,3.91498,0.0036511699999999996
2012-01,31.8729,40.7591,0.21451699999999999,3.96676,0.0037630299999999997
2012-02,30.3131,39.9678,0.204039,3.7731000000000003,0.00362164
2012-03,29.0253,39.1029,0.196475,3.63066,0.00359669
2012-04,29.3479,39.1677,0.19821000000000003,3.65296,0.00365934
2012-05,29.3708,38.8223,0.198344,3.6557699999999995,0.00364855
2012-06,32.9173,40.8076,0.222347,4.07367,0.00394219
2012-07,32.5287,41.0642,0.217897,4.02658,0.0039097
2012-08,32.2058,39.5101,0.21467,3.97735,0.0039037300000000002
2012-09,32.5669,40.7249,0.21762,4.010949999999999,0.0038724
2012-10,31.2538,40.1455,0.208289,3.8357599999999996,0.0036769199999999998
2012-11,31.3743,40.6548,0.208052,3.83643,0.00367811
2012-12,30.811,40.0759,0.204697,3.7621200000000004,0.00359103
2013-01,30.4215,39.8096,0.20176100000000002,3.7720399999999996,0.0035149
2013-02,30.0161,40.7138,0.19898,3.69429,0.0034781100000000004
2013-03,30.5124,40.1024,0.202936,3.74477,0.00354178
2013-04,31.1093,39.8168,0.206186,3.8244599999999997,0.0035923
2013-05,31.0433,40.6264,0.20531300000000002,3.82189,0.0035971400000000004
2013-06,31.7979,41.4486,0.209922,3.9044600000000003,0.00365914
2013-07,32.8517,42.8025,0.216379,4.02915,0.0037268
2013-08,33.033,43.7786,0.21516400000000002,4.0676000000000005,0.00371366
2013-09,33.2522,43.9561,0.21705100000000002,4.09233,0.0036885399999999997
2013-10,32.4839,43.8143,0.21120899999999998,3.9658,0.0035677
2013-11,32.0758,43.9406,0.208014,3.9176499999999996,0.0034657800000000003
2013-12,33.1482,45.0882,0.214843,4.02773,0.00354906
2014-01,32.6587,45.0559,0.21175999999999998,3.9634300000000002,0.0034233400000000004
2014-02,35.18,47.6408,0.22623100000000002,4.1856,0.00364182
2014-03,36.1847,49.5839,0.196347,3.3817500000000003,0.0036942
2014-04,35.6053,48.968,0.195537,3.16492,0.00360013
2014-05,35.7227,49.3188,0.196219,3.11989,0.0035758499999999998
2014-06,34.8887,47.5463,0.190098,2.95667,0.0034475
2014-07,33.8434,46.1827,0.184418,2.88029,0.00331798
2014-08,35.4438,47.4699,0.19364,2.89692,0.0034344799999999997
2014-09,37.2945,48.9677,0.204926,2.87988,0.0035586399999999996
2014-10,39.3836,49.9817,0.21647099999999997,3.0412,0.0037119300000000004
2014-11,41.9627,52.7219,0.232011,3.2272799999999995,0.00391078
2014-12,51.8068,64.4425,0.285327,3.44942,0.00476165
2015-01,56.2376,68.3681,0.308143,3.55525,0.00387846
2015-02,69.664,78.79,0.37736800000000004,4.459490000000001,0.0044456899999999995
2015-03,62.2248,69.5424,0.335978,2.28348,0.00416219
2015-04,57.65,62.0487,0.310447,2.45842,0.00392177
2015-05,51.1388,57.1578,0.275236,2.40653,0.00358366
2015-06,52.8213,57.702,0.284047,2.50933,0.0035332000000000002
2015-07,55.8413,62.3803,0.299883,2.65911,0.00365813
2015-08,60.3458,66.0002,0.321947,2.85323,0.0039649
2015-09,66.7152,74.8478,0.27856000000000003,3.06737,0.00383862
2015-10,65.7364,73.776,0.242588,3.08549,0.00371917
2015-11,63.7993,70.3961,0.226802,2.77388,0.0036639899999999998
2015-12,66.737,70.6478,0.216996,2.80998,0.0036957
2016-01,72.9299,79.6395,0.213821,3.0352,0.0039041699999999998
2016-02,76.3264,82.8141,0.211636,3.00498,0.003632
2016-03,75.8994,83.1023,0.21701,2.80072,0.00353185
2016-04,67.8552,76.9207,0.19741399999999998,2.5849599999999997,0.00336834
2016-05,66.1718,76.0512,0.199259,2.62847,0.00341092
2016-06,65.9962,73.4406,0.19654,2.62358,0.00333483
2016-07,64.1755,71.2926,0.189448,2.5846,31.8884
2016-08,65.9553,73.6523,0.18726900000000002,2.65788,33.2688
2016-09,65.2535,72.6859,0.19169899999999998,2.50013,33.3096
2016-10,63.396,70.9338,0.188946,2.44348,32.9415
2016-11,63.2174,69.2863,0.188664,2.47911,33.2111
2016-12,65.2382,69.3417,0.19091999999999998,2.54837,32.9652
2017-01,59.8961,63.1125,0.180764,2.22043,30.5826
2017-02,60.0851,64.285,0.18574300000000002,2.2163399999999998,31.0598
2017-03,57.9627,61.3883,0.18537700000000001,2.13333,30.7658
2017-04,55.9606,59.8107,0.178432,2.0707,29.8935
2017-05,56.9518,62.1515,0.180573,2.14548,30.5208
2017-06,56.6876,63.4107,0.181531,2.1548100000000003,30.3548
2017-07,59.3862,67.8072,0.183719,2.28058,30.6193
2017-08,60.0633,70.4603,0.18218399999999998,2.32308,30.8809
2017-09,58.5454,69.6222,0.173291,2.2767,30.2638
2017-10,57.8134,67.9076,0.16938199999999998,2.16814,29.4321
2017-11,58.1179,67.6434,0.17363900000000002,2.16373,29.4417
2017-12,58.5814,69.5185,0.176847,2.1565000000000003,29.0755
2018-01,57.0463,68.2103,0.172671,2.02435,28.2996
2018-02,56.184,69.9322,0.17416,2.0181,28.3829
2018-03,56.3742,68.9062,0.17596299999999998,2.10351,28.7697
2018-04,57.285,70.6038,0.179372,2.18979,29.3694
2018-05,63.486,76.1261,0.192382,2.4217400000000002,31.4521
2018-06,62.0188,72.5806,0.188281,2.37483,30.8398
2018-07,63.1394,73.469,0.184667,2.40714,31.8003
2018-08,62.3497,73.0738,0.17957599999999999,2.3199899999999998,31.4374
2018-09,68.0447,79.4966,0.187126,2.4086600000000002,32.6745
2018-10,65.5745,75.9877,0.18016,2.3261600000000002,31.0265
2018-11,65.5962,74.4189,0.17775300000000002,2.3348,30.9562
2018-12,66.5335,75.7484,0.178169,2.35508,31.2217
2019-01,67.0795,76.9066,0.17857900000000002,2.38252,31.1202
2019-02,65.3577,75.2006,0.171867,2.35499,30.406
2019-03,65.8895,74.9691,0.17573799999999998,2.45673,30.8212
2019-04,65.4176,73.4967,0.172183,2.40497,30.6076
2019-05,64.6314,72.3096,0.169558,2.44839,30.6906
2019-06,65.3834,72.8436,0.170928,2.4333,31.1884
2019-07,63.0541,71.3962,0.165485,2.40665,30.8726
2019-08,63.4172,70.7355,0.164966,2.53276,31.1648
2019-09,66.6235,73.1726,0.171588,2.63521,31.6396
2019-10,64.6407,70.7169,0.166503,2.67497,31.1266
2019-11,63.7748,71.1918,0.164083,2.56843,31.099
2019-12,64.4097,70.973,0.166616,2.68766,30.5491
2020-01,61.9057,69.3777,0.161665,2.61205,29.3545
2020-02,63.1385,69.5976,0.16653700000000002,2.5229600000000003,29.5495
2020-03,66.3274,73.4178,0.17407599999999998,2.6803,29.686
2020-04,76.4074,82.6346,0.173999,2.80394,29.7155
2020-05,72.7263,79.1189,0.171298,2.6979800000000003,30.1832
2020-06,69.7114,77.6376,0.170579,2.59886,29.0198
2020-07,70.4413,78.9929,0.174099,2.64194,29.2106
2020-08,73.4261,87.2889,0.174086,2.65196,30.089
2020-09,73.8039,87.8266,0.175623,2.67537,27.7866
2020-10,78.7847,92.4302,0.18199500000000002,2.78337,30.0739
2020-11,80.5749,93.757,0.184892,2.82349,30.3027
2020-12,76.1999,91.2037,0.179066,2.67321,29.4583
2021-01,73.8757,90.7932,0.17525200000000002,2.60711,28.5234
2021-02,75.5053,91.5426,0.178083,2.68977,28.8177
2021-03,74.0448,89.4461,0.17701799999999998,2.64517,28.4263
2021-04,75.6373,88.7452,0.17780100000000001,2.71942,28.8483
2021-05,74.8451,90.585,0.174178,2.69783,29.2398
2021-06,73.2965,89.3778,0.170912,2.66893,28.9732
2021-07,72.7234,86.5118,0.16977799999999998,2.67074,28.749
2021-08,73.0156,86.7717,0.171925,2.72167,29.2742
2021-09,73.2781,86.666,0.17175200000000002,2.72558,29.2726
2021-10,72.6642,84.305,0.170653,2.7288699999999997,29.0065
2021-11,71.0863,82.1687,0.166031,2.70457,29.1194
2021-12,74.8926,84.8234,0.170443,2.74319,29.4331
2022-01,75.1315,85.1315,0.172328,2.73005,29.1038
2022-02,77.4702,86.5032,0.178379,2.71136,29.8444
2022-03,93.5589,104.4772,0.188393,3.10053,33.9264
2022-04,83.4097,92.493,0.177349,2.82427,28.3398
2022-05,69.416,72.7815,0.157178,2.34942,26.6319
2022-06,61.6069,62.7397,0.144147,2.0778,23.9111
2022-07,52.5123,54.6405,0.11291000000000001,1.77865,20.4623
2022-08,62.0506,63.2468,0.130061,1.68015,23.3563
2022-09,60.2386,60.2141,0.128687,1.6319500000000002,23.5804
2022-10,55.2987,52.7379,0.115957,1.4978,22.2952
2022-11,61.6229,61.1196,0.131955,1.6684999999999999,24.8851
2022-12,60.8803,63.0504,0.129967,1.6484400000000001,25.0279
